nim,kode,sks,harga,grup,nilai,semester,th_ajaran
11140068,MU1043,3,3,C,D,GASAL,2014/2015
11140069,MU1235,5,6,C,A-,GASAL,2014/2015
11140069,MH1013,3,3,D,B-,GASAL,2014/2015
11140069,MU1226,6,6,C,B+,GASAL,2014/2015
11140069,MH1033,3,3,A,B-,GASAL,2014/2015
11140069,MU1043,3,3,C,C,GASAL,2014/2015
11140070,MU1235,5,6,C,A,GASAL,2014/2015
11140070,MH1013,3,3,D,A-,GASAL,2014/2015
11140070,MU1226,6,6,C,B,GASAL,2014/2015
11140070,MH1033,3,3,A,A-,GASAL,2014/2015
11140070,MU1043,3,3,C,C,GASAL,2014/2015
11140071,MU1235,5,6,C,A-,GASAL,2014/2015
11140071,MH1013,3,3,D,B-,GASAL,2014/2015
11140071,MU1226,6,6,C,C,GASAL,2014/2015
11140071,MH1033,3,3,A,B-,GASAL,2014/2015
11140071,MU1043,3,3,C,D,GASAL,2014/2015
11140072,MU1235,5,6,C,A,GASAL,2014/2015
11140072,MH1013,3,3,D,C+,GASAL,2014/2015
11140072,MU1226,6,6,C,A-,GASAL,2014/2015
11140072,MH1033,3,3,A,B-,GASAL,2014/2015
11140072,MU1043,3,3,C,D,GASAL,2014/2015
11140073,MU1235,5,6,C,A-,GASAL,2014/2015
11140073,MH1013,3,3,D,A,GASAL,2014/2015
11140073,MU1226,6,6,C,B,GASAL,2014/2015
11140073,MH1033,3,3,A,B-,GASAL,2014/2015
11140073,MU1043,3,3,C,C,GASAL,2014/2015
11140074,MU1235,5,6,C,B+,GASAL,2014/2015
11140074,MH1013,3,3,D,B,GASAL,2014/2015
11140074,MU1226,6,6,C,B-,GASAL,2014/2015
11140074,MH1033,3,3,A,B+,GASAL,2014/2015
11140074,MU1043,3,3,C,C,GASAL,2014/2015
11140075,MU1235,5,6,C,A,GASAL,2014/2015
11140075,MH1013,3,3,D,D,GASAL,2014/2015
11140075,MU1226,6,6,C,B,GASAL,2014/2015
11140075,MH1033,3,3,A,B,GASAL,2014/2015
11140075,MU1043,3,3,C,C,GASAL,2014/2015
11140076,MU1235,5,6,C,A-,GASAL,2014/2015
11140076,MH1013,3,3,D,D,GASAL,2014/2015
11140076,MU1226,6,6,C,B,GASAL,2014/2015
11140076,MH1033,3,3,A,C+,GASAL,2014/2015
11140076,MU1043,3,3,C,E,GASAL,2014/2015
11140077,MU1235,5,6,C,A-,GASAL,2014/2015
11140077,MH1013,3,3,D,B+,GASAL,2014/2015
11140077,MU1226,6,6,C,B+,GASAL,2014/2015
11140077,MH1033,3,3,A,B,GASAL,2014/2015
11140077,MU1043,3,3,C,C+,GASAL,2014/2015
11140078,MU1235,5,6,C,B+,GASAL,2014/2015
11140078,MH1013,3,3,D,D,GASAL,2014/2015
11140078,MU1226,6,6,C,C+,GASAL,2014/2015
11140078,MH1033,3,3,A,C+,GASAL,2014/2015
11140078,MU1043,3,3,C,E,GASAL,2014/2015
11140079,MU1235,5,6,C,B+,GASAL,2014/2015
11140079,MH1013,3,3,D,B+,GASAL,2014/2015
11140079,MU1226,6,6,C,B-,GASAL,2014/2015
11140079,MH1033,3,3,A,B,GASAL,2014/2015
11140079,MU1043,3,3,C,C+,GASAL,2014/2015
11120086,MU1226,6,6,A,A,GASAL,2014/2015
11120086,PB1073,3,3,A,A,GASAL,2014/2015
11120086,MK1176,6,7,A,A,GASAL,2014/2015
11120086,PR1176,0,0,A,A,GASAL,2014/2015
11120086,MK1072,2,2,B,A-,GASAL,2014/2015
11120086,MU1043,3,3,A,B+,GASAL,2014/2015
11120063,MK1176,6,7,A,A,GASAL,2014/2015
11120063,PR1176,0,0,A,A,GASAL,2014/2015
11120063,MU1286,6,6,A,B,GASAL,2014/2015
11120063,MK1072,2,2,B,A-,GASAL,2014/2015
11120063,MU1253,3,3,A,A,GASAL,2014/2015
11120063,PB1073,3,3,A,A,GASAL,2014/2015
11120086,MP1243,3,3,B,B,GASAL,2014/2015
11120086,PB1092,2,2,C,A,GASAL,2014/2015
11120063,MP1243,3,3,B,B,GASAL,2014/2015
11120063,PB1092,2,2,C,A,GASAL,2014/2015
11104927,MB0025,5,9,G,T,GASAL,2014/2015
11104916,MB0025,5,9,C,T,GASAL,2014/2015
11084653,MB0065,5,9,E,T,GASAL,2014/2015
11104863,MB0065,5,9,F,T,GASAL,2014/2015
11094811,MU1235,5,6,C,A,GASAL,2014/2015
11104886,MB0065,5,9,F,T,GASAL,2014/2015
11104863,MH2023,3,3,A,A-,GASAL,2014/2015
11104886,MH2023,3,3,A,A-,GASAL,2014/2015
11094826,MB0075,5,9,A,T,GASAL,2014/2015
11074584,MB0075,5,9,A,T,GASAL,2014/2015
11094811,MP1243,3,3,B,B,GASAL,2014/2015
11104881,MB0065,5,9,F,T,GASAL,2014/2015
11140012,MU1203,3,5,A,C+,GASAL,2014/2015
11140012,PR1203,0,0,A,T,GASAL,2014/2015
11140031,MU1203,3,5,A,E,GASAL,2014/2015
11140031,PR1203,0,0,A,T,GASAL,2014/2015
11074598,BB1023,3,5,K,E,GASAL,2014/2015
11140017,MU1203,3,5,A,B+,GASAL,2014/2015
11140017,PR1203,0,0,A,T,GASAL,2014/2015
11104907,MB0035,5,9,B,T,GASAL,2014/2015
11140083,MU1235,5,6,A,B+,GASAL,2014/2015
11140083,MU1226,6,6,A,E,GASAL,2014/2015
11140083,MH1033,3,3,G,E,GASAL,2014/2015
11140083,MH1013,3,3,D,D,GASAL,2014/2015
11140083,MU1043,3,3,A,B,GASAL,2014/2015
11074598,MB0025,5,9,E,T,GASAL,2014/2015
11074598,MH2023,3,3,A,F,GASAL,2014/2015
11104916,MP1223,3,3,A,A-,GASAL,2014/2015
11104916,MP1233,3,4,A,A-,GASAL,2014/2015
11094830,PB1063,3,3,A,A,GASAL,2014/2015
11094830,PB1073,3,3,A,B-,GASAL,2014/2015
11104928,MB0025,5,9,F,T,GASAL,2014/2015
11094830,MU1253,3,3,A,C+,GASAL,2014/2015
11094830,BB1013,3,5,A,A,GASAL,2014/2015
11094830,PB1092,2,2,C,A,GASAL,2014/2015
11094830,MU1203,3,5,A,D,GASAL,2014/2015
11094830,PR1203,0,0,A,T,GASAL,2014/2015
11064516,MH1043,3,3,B,A-,GASAL,2014/2015
11094830,PB1083,3,3,A,B+,GASAL,2014/2015
11064516,MP1223,3,3,A,B-,GASAL,2014/2015
11104920,MB0025,5,9,D,T,GASAL,2014/2015
11110015,PB1092,2,2,C,A,GASAL,2014/2015
11110025,MB0025,5,9,E,T,GASAL,2014/2015
11110015,PB1053,3,3,A,A,GASAL,2014/2015
11110022,BB1023,3,5,G,A-,GASAL,2014/2015
11110016,MB0025,5,9,F,T,GASAL,2014/2015
11110023,BB1023,3,5,I,A,GASAL,2014/2015
11110025,BB1023,3,5,G,A-,GASAL,2014/2015
11110008,MB0025,5,9,C,T,GASAL,2014/2015
11110023,MB0025,5,9,F,T,GASAL,2014/2015
11110016,BB1023,3,5,I,A,GASAL,2014/2015
11110008,BB1023,3,5,E,A,GASAL,2014/2015
11110020,BB1023,3,5,C,A,GASAL,2014/2015
11110003,BB1023,3,5,K,A,GASAL,2014/2015
11110006,PB1092,2,2,C,A-,GASAL,2014/2015
11110011,PB1092,2,2,C,A,GASAL,2014/2015
11110022,PB1083,3,3,A,B-,GASAL,2014/2015
11110012,MB0025,5,9,D,T,GASAL,2014/2015
11110020,PB1092,2,2,C,A-,GASAL,2014/2015
11110009,BB1023,3,5,G,A,GASAL,2014/2015
11110010,BB1013,3,5,A,A-,GASAL,2014/2015
11110022,MP1103,3,5,A,A-,GASAL,2014/2015
11110022,PR1103,0,0,A,T,GASAL,2014/2015
11110012,PB1063,3,3,B,B+,GASAL,2014/2015
11110010,MU1245,5,7,A,B,GASAL,2014/2015
11110010,PR1045,0,0,A,T,GASAL,2014/2015
11110005,PB1063,3,3,B,A-,GASAL,2014/2015
11110017,MU1253,3,3,A,B-,GASAL,2014/2015
11110024,PB1092,2,2,C,A,GASAL,2014/2015
11110024,BB1013,3,5,A,A-,GASAL,2014/2015
11110005,MB0025,5,9,E,T,GASAL,2014/2015
11110015,MK1176,6,7,B,A,GASAL,2014/2015
11110022,PB1092,2,2,A,B,GASAL,2014/2015
11110022,PB1053,3,3,A,B+,GASAL,2014/2015
11110019,BB1023,3,5,J,A,GASAL,2014/2015
11110024,BB1023,3,5,K,E,GASAL,2014/2015
11110015,MK1186,6,6,A,A,GASAL,2014/2015
11110019,MB0035,5,9,A,T,GASAL,2014/2015
11110024,MH2023,3,3,A,A-,GASAL,2014/2015
11110015,PR1176,0,0,B,T,GASAL,2014/2015
11110010,MP1103,3,5,A,A,GASAL,2014/2015
11110010,PR1103,0,0,A,T,GASAL,2014/2015
11110021,PB1063,3,3,B,A-,GASAL,2014/2015
11110005,BB1023,3,5,M,A,GASAL,2014/2015
11110013,PB1053,3,3,A,A,GASAL,2014/2015
11110013,MP1103,3,5,A,A-,GASAL,2014/2015
11110013,PR1103,0,0,A,T,GASAL,2014/2015
11110013,PB1063,3,3,A,B+,GASAL,2014/2015
11110008,MP1233,3,4,A,A,GASAL,2014/2015
11110009,MB0025,5,9,D,T,GASAL,2014/2015
11110012,BB1023,3,5,M,A-,GASAL,2014/2015
11110021,BB1023,3,5,M,A,GASAL,2014/2015
11110024,MP1233,3,4,A,A,GASAL,2014/2015
11110006,BB1013,3,5,A,A,GASAL,2014/2015
11110002,MH1033,3,3,A,C,GASAL,2014/2015
11110002,MH1063,3,3,H,C,GASAL,2014/2015
11110002,PB1092,2,2,C,C+,GASAL,2014/2015
11110009,PB1063,3,3,B,A-,GASAL,2014/2015
11110017,MP1243,3,3,C,B,GASAL,2014/2015
11110017,MU1313,3,3,B,A-,GASAL,2014/2015
11110002,MP1233,3,4,A,B+,GASAL,2014/2015
11110002,MU1313,3,3,B,C+,GASAL,2014/2015
11110002,MP1243,3,3,B,A-,GASAL,2014/2015
11110002,MP1223,3,3,A,B-,GASAL,2014/2015
11110010,PB1063,3,3,B,D,GASAL,2014/2015
11110013,MH2023,3,3,A,A-,GASAL,2014/2015
11110035,MP1193,3,4,A,A-,GASAL,2014/2015
11110044,MB0025,5,9,C,T,GASAL,2014/2015
11094853,MP1253,3,3,A,E,GASAL,2014/2015
11110031,MB0035,5,9,A,T,GASAL,2014/2015
11110029,BB1023,3,5,G,A-,GASAL,2014/2015
11110028,MP1193,3,4,A,A,GASAL,2014/2015
11110026,MK1083,3,5,A,A-,GASAL,2014/2015
11110031,BB1023,3,5,J,A,GASAL,2014/2015
11110039,BB1013,3,5,A,A,GASAL,2014/2015
11110035,MH1033,3,3,A,D,GASAL,2014/2015
11110026,MU1253,3,3,A,B-,GASAL,2014/2015
11110026,PB1083,3,3,A,B+,GASAL,2014/2015
11094853,MK1083,3,5,A,F,GASAL,2014/2015
11110039,MP1103,3,5,A,A-,GASAL,2014/2015
11110040,BB1023,3,5,J,A,GASAL,2014/2015
11110039,PR1103,0,0,A,T,GASAL,2014/2015
11110026,PB1092,2,2,C,A-,GASAL,2014/2015
11110037,MH1043,3,3,B,B+,GASAL,2014/2015
11110030,BB1023,3,5,J,A,GASAL,2014/2015
11110028,BB1023,3,5,M,A-,GASAL,2014/2015
11110040,PB1053,3,3,A,B+,GASAL,2014/2015
11110039,PB1092,2,2,C,C+,GASAL,2014/2015
11110035,MH1013,3,3,D,D,GASAL,2014/2015
11110026,MU1203,3,5,A,C+,GASAL,2014/2015
11110026,PR1203,0,0,A,T,GASAL,2014/2015
11110040,PB1083,3,3,A,B,GASAL,2014/2015
11110030,PB1092,2,2,C,A-,GASAL,2014/2015
11110037,MB0025,5,9,B,E,GASAL,2014/2015
11110040,MU1203,3,5,A,B-,GASAL,2014/2015
11110040,PR1203,0,0,A,T,GASAL,2014/2015
11110030,MU1203,3,5,A,B,GASAL,2014/2015
11110030,PR1203,0,0,A,T,GASAL,2014/2015
11110040,PB1092,2,2,C,B+,GASAL,2014/2015
11110010,MP1223,3,3,A,D,GASAL,2014/2015
11110033,MU1203,3,5,A,D,GASAL,2014/2015
11110033,PR1203,0,0,A,T,GASAL,2014/2015
11110035,MU1253,3,3,A,B-,GASAL,2014/2015
11110030,PB1083,3,3,A,B-,GASAL,2014/2015
11110033,PB1083,3,3,A,B-,GASAL,2014/2015
11110034,BB1023,3,5,C,A,GASAL,2014/2015
11110034,PB1092,2,2,C,B+,GASAL,2014/2015
11110028,PB1063,3,3,B,A-,GASAL,2014/2015
11110028,MH2023,3,3,A,B+,GASAL,2014/2015
11110035,PB1063,3,3,B,B,GASAL,2014/2015
11110045,MB0025,5,9,C,T,GASAL,2014/2015
11110029,MB0025,5,9,F,T,GASAL,2014/2015
11110027,MB0025,5,9,F,T,GASAL,2014/2015
11110042,PB1063,3,3,A,A-,GASAL,2014/2015
11110042,MP1193,3,4,A,C,GASAL,2014/2015
11110050,MP1193,3,4,A,B,GASAL,2014/2015
11110042,PB1053,3,3,A,B,GASAL,2014/2015
11110039,MU1276,6,6,A,E,GASAL,2014/2015
11110039,PB1063,3,3,B,B,GASAL,2014/2015
11110042,MU1203,3,5,A,A,GASAL,2014/2015
11110042,PR1203,0,0,A,T,GASAL,2014/2015
11110037,MP1223,3,3,A,A-,GASAL,2014/2015
11094853,MU1313,3,3,B,F,GASAL,2014/2015
11110030,MB0035,5,9,B,T,GASAL,2014/2015
11110042,PB1092,2,2,A,A,GASAL,2014/2015
11110046,MU1226,6,6,B,E,GASAL,2014/2015
11110027,BB1023,3,5,I,A,GASAL,2014/2015
11110050,PB1073,3,3,A,C,GASAL,2014/2015
11110043,BB1023,3,5,B,A-,GASAL,2014/2015
11110060,MB0025,5,9,B,A,GASAL,2014/2015
11110063,MU1203,3,5,A,D,GASAL,2014/2015
11110068,PB1092,2,2,C,A-,GASAL,2014/2015
11110063,PR1203,0,0,A,T,GASAL,2014/2015
11110065,PB1063,3,3,B,B+,GASAL,2014/2015
11110064,BB1023,3,5,K,A-,GASAL,2014/2015
11110068,PB1083,3,3,A,B+,GASAL,2014/2015
11110065,PB1073,3,3,A,B,GASAL,2014/2015
11110068,MU1253,3,3,A,B-,GASAL,2014/2015
11110064,PB1063,3,3,B,B+,GASAL,2014/2015
11110061,MH1013,3,3,D,D,GASAL,2014/2015
11110065,PB1083,3,3,A,A-,GASAL,2014/2015
11110074,MK1083,3,5,A,A,GASAL,2014/2015
11110065,MP1103,3,5,A,A,GASAL,2014/2015
11110068,MK1083,3,5,A,A,GASAL,2014/2015
11110063,MU1245,5,7,A,C,GASAL,2014/2015
11110063,PR1045,0,0,A,T,GASAL,2014/2015
11110065,PR1103,0,0,A,T,GASAL,2014/2015
11110074,PB1053,3,3,A,A,GASAL,2014/2015
11110061,PB1053,3,3,A,A-,GASAL,2014/2015
11110065,MP1193,3,4,A,A,GASAL,2014/2015
11110064,MP1193,3,4,A,B-,GASAL,2014/2015
11110061,PB1083,3,3,A,A-,GASAL,2014/2015
11110055,MP1193,3,4,A,B,GASAL,2014/2015
11110052,BB1023,3,5,C,A,GASAL,2014/2015
11110063,BB1013,3,5,A,A-,GASAL,2014/2015
11110064,PB1083,3,3,A,A-,GASAL,2014/2015
11110052,PB1092,2,2,C,A,GASAL,2014/2015
11110061,PB1063,3,3,B,B+,GASAL,2014/2015
11110051,BB1013,3,5,A,A-,GASAL,2014/2015
11110074,PB1092,2,2,C,A,GASAL,2014/2015
11110053,MK1083,3,5,A,A,GASAL,2014/2015
11110062,PB1063,3,3,A,B-,GASAL,2014/2015
11110051,MU1203,3,5,A,B-,GASAL,2014/2015
11110054,MU1245,5,7,A,B,GASAL,2014/2015
11110056,MK1072,2,2,A,A-,GASAL,2014/2015
11110055,BB1013,3,5,A,B+,GASAL,2014/2015
11110054,PR1045,0,0,A,T,GASAL,2014/2015
11110051,PR1203,0,0,A,T,GASAL,2014/2015
11110061,BB1013,3,5,A,B+,GASAL,2014/2015
11110062,MU1253,3,3,A,B-,GASAL,2014/2015
11110053,MP1253,3,3,A,D,GASAL,2014/2015
11110058,PB1083,3,3,A,B,GASAL,2014/2015
11110055,MP1103,3,5,A,A-,GASAL,2014/2015
11110054,PB1053,3,3,A,B,GASAL,2014/2015
11110055,PR1103,0,0,A,T,GASAL,2014/2015
11110056,BB1013,3,5,A,A-,GASAL,2014/2015
11110051,PB1063,3,3,B,C+,GASAL,2014/2015
11110062,MP1103,3,5,A,B+,GASAL,2014/2015
11110062,PR1103,0,0,A,T,GASAL,2014/2015
11110051,PB1083,3,3,A,B-,GASAL,2014/2015
11110053,MU1253,3,3,A,C+,GASAL,2014/2015
11110072,MU1203,3,5,A,B,GASAL,2014/2015
11110072,PR1203,0,0,A,T,GASAL,2014/2015
11110058,MU1203,3,5,A,B-,GASAL,2014/2015
11110021,MB0025,5,9,E,T,GASAL,2014/2015
11110058,PR1203,0,0,A,T,GASAL,2014/2015
11110068,PB1063,3,3,A,B+,GASAL,2014/2015
11110051,PB1092,2,2,C,B,GASAL,2014/2015
11110072,MU1253,3,3,A,B,GASAL,2014/2015
11110072,PB1063,3,3,B,B,GASAL,2014/2015
11110053,PB1083,3,3,A,B,GASAL,2014/2015
11110072,MU1043,3,3,A,B-,GASAL,2014/2015
11110051,PB1053,3,3,A,B,GASAL,2014/2015
11110056,PB1053,3,3,A,B,GASAL,2014/2015
11110072,PB1073,3,3,A,B-,GASAL,2014/2015
11110053,MU1203,3,5,A,C+,GASAL,2014/2015
11110053,PR1203,0,0,A,T,GASAL,2014/2015
11110056,MP1253,3,3,A,B-,GASAL,2014/2015
11110074,MU1296,6,6,A,A,GASAL,2014/2015
11110056,PB1083,3,3,A,A-,GASAL,2014/2015
11110072,PB1092,2,2,B,B+,GASAL,2014/2015
11110053,PB1063,3,3,A,B,GASAL,2014/2015
11110056,PB1063,3,3,A,B+,GASAL,2014/2015
11110065,MP1243,3,3,A,A,GASAL,2014/2015
11110065,MP1233,3,4,A,A,GASAL,2014/2015
11110065,MP1223,3,3,A,A-,GASAL,2014/2015
11110068,BB1023,3,5,F,A,GASAL,2014/2015
11110056,PB1092,2,2,C,A-,GASAL,2014/2015
11110055,BB1023,3,5,I,B,GASAL,2014/2015
11110058,BB1023,3,5,F,A,GASAL,2014/2015
11110053,BB1023,3,5,F,A,GASAL,2014/2015
11110055,MU1313,3,3,B,B+,GASAL,2014/2015
11110061,MP1233,3,4,A,A,GASAL,2014/2015
11110055,PB1063,3,3,B,B-,GASAL,2014/2015
11110061,MP1243,3,3,A,A-,GASAL,2014/2015
11110061,MP1223,3,3,A,B+,GASAL,2014/2015
11110054,MU1296,6,6,B,B,GASAL,2014/2015
11110062,BB1023,3,5,B,A-,GASAL,2014/2015
11110063,MU1276,6,6,C,B+,GASAL,2014/2015
11110063,PB1053,3,3,A,A-,GASAL,2014/2015
11110057,MU1245,5,7,A,D,GASAL,2014/2015
11110057,PR1045,0,0,A,T,GASAL,2014/2015
11110054,MP1243,3,3,B,B-,GASAL,2014/2015
11110058,MB0035,5,9,D,T,GASAL,2014/2015
11110057,MP1243,3,3,B,E,GASAL,2014/2015
11110057,MP1223,3,3,A,E,GASAL,2014/2015
11110057,MU1296,6,6,B,C,GASAL,2014/2015
11110057,MP1233,3,4,A,B+,GASAL,2014/2015
11110051,MP1103,3,5,A,A-,GASAL,2014/2015
11110063,MP1103,3,5,A,A,GASAL,2014/2015
11110063,PR1103,0,0,A,T,GASAL,2014/2015
11120007,PB1083,3,3,A,A,GASAL,2014/2015
11120017,MK1176,6,7,A,B+,GASAL,2014/2015
11120017,PR1176,0,0,A,B,GASAL,2014/2015
11120002,MP1243,3,3,B,B+,GASAL,2014/2015
11120007,MP1243,3,3,C,B,GASAL,2014/2015
11120034,PB1092,2,2,B,A-,GASAL,2014/2015
11120023,MK1072,2,2,B,B+,GASAL,2014/2015
11120024,MP1223,3,3,A,A-,GASAL,2014/2015
11120005,MK1072,2,2,A,B+,GASAL,2014/2015
11120004,MK1072,2,2,A,B+,GASAL,2014/2015
11120007,MK1186,6,6,A,A-,GASAL,2014/2015
11120006,MP1233,3,4,A,A-,GASAL,2014/2015
11120002,MK1176,6,7,A,A,GASAL,2014/2015
11120002,PR1176,0,0,A,B+,GASAL,2014/2015
11120019,MK1072,2,2,A,B+,GASAL,2014/2015
11120005,MP1243,3,3,C,A,GASAL,2014/2015
11120034,PB1083,3,3,A,A,GASAL,2014/2015
11120024,MP1243,3,3,B,C+,GASAL,2014/2015
11120004,MK1176,6,7,B,A,GASAL,2014/2015
11120004,PR1176,0,0,B,T,GASAL,2014/2015
11120017,PB1092,2,2,B,B-,GASAL,2014/2015
11120001,MP1233,3,4,A,A,GASAL,2014/2015
11120002,PB1073,3,3,A,A-,GASAL,2014/2015
11120035,MK1176,6,7,B,A,GASAL,2014/2015
11120019,MP1223,3,3,A,A-,GASAL,2014/2015
11120007,PB1092,2,2,B,A,GASAL,2014/2015
11120033,PB1092,2,2,B,A-,GASAL,2014/2015
11120041,MP1243,3,3,B,C,GASAL,2014/2015
11120028,MP1233,3,4,A,A-,GASAL,2014/2015
11120006,MP1243,3,3,C,B,GASAL,2014/2015
11120005,MK1176,6,7,B,A-,GASAL,2014/2015
11120019,MP1233,3,4,A,A,GASAL,2014/2015
11120002,MP1233,3,4,A,B+,GASAL,2014/2015
11120031,MK1072,2,2,A,A-,GASAL,2014/2015
11120004,MK1186,6,6,A,B+,GASAL,2014/2015
11120034,MP1243,3,3,C,A,GASAL,2014/2015
