nim,kode,sks,harga,grup,nilai,semester,th_ajaran
23060118,SI2143,3,3,X,A,GASAL,2008/2009
23060110,PR2013,0,0,A,T,GASAL,2008/2009
23060110,SI1193,3,3,A,C,GASAL,2008/2009
23060142,SI1082,2,2,A,D,GASAL,2008/2009
23060107,MH1013,3,3,I,D,GASAL,2008/2009
23060110,SI9083,3,4,B,C+,GASAL,2008/2009
23060127,SI9043,3,3,B,E,GASAL,2008/2009
23060142,MH1053,3,3,B,B+,GASAL,2008/2009
23060093,SI2123,3,3,A,C+,GASAL,2008/2009
23060179,SI1102,2,2,A,B+,GASAL,2008/2009
23060137,SI1133,3,5,A,E,GASAL,2008/2009
23070298,SI9083,3,4,B,D,GASAL,2008/2009
23070298,SI1072,2,2,B,B-,GASAL,2008/2009
23060137,SI2013,3,5,A,E,GASAL,2008/2009
23060137,PR2013,0,0,A,T,GASAL,2008/2009
23070223,SI1082,2,2,B,C+,GASAL,2008/2009
23060153,SI1032,2,2,A,E,GASAL,2008/2009
23070298,SI1032,2,2,B,A,GASAL,2008/2009
23060153,MH2012,2,2,A,C+,GASAL,2008/2009
23060137,SI1082,2,2,A,E,GASAL,2008/2009
23060108,SI9083,3,4,B,D,GASAL,2008/2009
23060181,SI1143,3,5,A,C,GASAL,2008/2009
23060181,PR1143,0,0,C,T,GASAL,2008/2009
23060181,SI1032,2,2,A,B+,GASAL,2008/2009
23060108,SI1032,2,2,A,B,GASAL,2008/2009
23060181,SI1102,2,2,A,B,GASAL,2008/2009
23070223,SI1032,2,2,A,B+,GASAL,2008/2009
23060153,SI9043,3,3,B,E,GASAL,2008/2009
23060153,SI1072,2,2,B,E,GASAL,2008/2009
23070240,SI1022,2,2,C,E,GASAL,2008/2009
23070240,SI9043,3,3,B,E,GASAL,2008/2009
23060134,MH1063,3,3,D,E,GASAL,2008/2009
23070240,SI1072,2,2,B,E,GASAL,2008/2009
23070240,SI2032,2,2,B,F,GASAL,2008/2009
23060134,SI1193,3,3,A,E,GASAL,2008/2009
23060176,SI1032,2,2,B,E,GASAL,2008/2009
23060183,SI1193,3,3,A,D,GASAL,2008/2009
23060176,SI2013,3,5,A,E,GASAL,2008/2009
23060182,SI1193,3,3,A,C+,GASAL,2008/2009
23060176,PR2013,0,0,A,T,GASAL,2008/2009
23060134,SI2013,3,5,A,E,GASAL,2008/2009
23060134,PR2013,0,0,B,T,GASAL,2008/2009
23060173,SI9083,3,4,B,B-,GASAL,2008/2009
23070264,SI2013,3,5,A,B,GASAL,2008/2009
23070264,PR2013,0,0,B,T,GASAL,2008/2009
23070260,SI2132,2,2,A,B,GASAL,2008/2009
23070247,SI1193,3,3,A,E,GASAL,2008/2009
23070235,SI1032,2,2,B,A-,GASAL,2008/2009
23070235,SI2013,3,5,A,E,GASAL,2008/2009
23070235,PR2013,0,0,B,T,GASAL,2008/2009
23070262,SI1032,2,2,B,A-,GASAL,2008/2009
23070262,SI1173,3,3,B,C,GASAL,2008/2009
23050011,MH2012,2,2,A,B+,GASAL,2008/2009
23060181,ST3023,3,3,A,D,GASAL,2008/2009
23050014,SI1183,3,3,A,D,GASAL,2008/2009
23050050,SI1133,3,5,A,E,GASAL,2008/2009
23050006,SI1212,2,3,A,A,GASAL,2008/2009
23050006,SM3053,3,4,A,A-,GASAL,2008/2009
23070235,SI1193,3,3,A,C+,GASAL,2008/2009
23050005,SI2153,3,3,X,E,GASAL,2008/2009
23050005,SI2166,6,12,X,T,GASAL,2008/2009
23050014,ST3033,3,3,A,C,GASAL,2008/2009
23050050,SP4023,3,5,A,F,GASAL,2008/2009
23050014,SI2153,3,3,X,E,GASAL,2008/2009
23050007,SI2166,6,12,X,T,GASAL,2008/2009
23050016,MH1033,3,3,G,D,GASAL,2008/2009
23050007,SM3053,3,4,A,A-,GASAL,2008/2009
23050016,SI1212,2,3,A,E,GASAL,2008/2009
23050016,SI2143,3,3,X,A,GASAL,2008/2009
23050050,SI9043,3,3,A,E,GASAL,2008/2009
23050009,SI2166,6,12,X,T,GASAL,2008/2009
23050010,SI2153,3,3,X,E,GASAL,2008/2009
23050008,SI1212,2,3,A,A,GASAL,2008/2009
23050016,ST3023,3,3,A,E,GASAL,2008/2009
23050008,SI2153,3,3,X,E,GASAL,2008/2009
23050014,SI1212,2,3,A,B+,GASAL,2008/2009
23050006,SI2123,3,3,B,C+,GASAL,2008/2009
23050016,SM3053,3,4,A,C,GASAL,2008/2009
23060183,SI2013,3,5,A,B-,GASAL,2008/2009
23060183,PR2013,0,0,A,T,GASAL,2008/2009
23050014,SI2123,3,3,B,C,GASAL,2008/2009
23050008,SI2123,3,3,B,C+,GASAL,2008/2009
23050027,SI2153,3,3,X,A-,GASAL,2008/2009
23050017,MH2012,2,2,A,B+,GASAL,2008/2009
23060182,SI2013,3,5,A,B-,GASAL,2008/2009
23050020,SI2123,3,3,B,B-,GASAL,2008/2009
23050028,SI2123,3,3,B,C+,GASAL,2008/2009
23060182,PR2013,0,0,A,T,GASAL,2008/2009
23050049,SI2153,3,3,X,E,GASAL,2008/2009
23050027,SI2166,6,12,X,T,GASAL,2008/2009
23050002,SI2166,6,12,X,T,GASAL,2008/2009
23050023,SI2153,3,3,X,E,GASAL,2008/2009
23050028,SI2153,3,3,X,E,GASAL,2008/2009
23050020,SI2153,3,3,X,E,GASAL,2008/2009
23050036,SI1212,2,3,A,B+,GASAL,2008/2009
23050081,SI2093,3,4,A,D,GASAL,2008/2009
23050038,SI9083,3,4,B,C+,GASAL,2008/2009
23070242,MH1013,3,3,L,C,GASAL,2008/2009
23050015,SI1212,2,3,A,B+,GASAL,2008/2009
23050019,SI9063,3,3,A,D,GASAL,2008/2009
23050021,SI2166,6,12,X,T,GASAL,2008/2009
23050017,SI2132,2,2,A,B-,GASAL,2008/2009
23050041,SI9083,3,4,B,C,GASAL,2008/2009
23050015,SI1183,3,3,A,D,GASAL,2008/2009
23050040,ST3033,3,3,A,A-,GASAL,2008/2009
23050042,MH2022,2,2,A,F,GASAL,2008/2009
23050019,ST3043,3,3,A,B+,GASAL,2008/2009
23050066,SM3053,3,4,A,A-,GASAL,2008/2009
23050040,SP4023,3,5,A,C,GASAL,2008/2009
23050024,SI2153,3,3,X,B,GASAL,2008/2009
23050015,SM3053,3,4,A,A-,GASAL,2008/2009
23050081,SI2123,3,3,B,C,GASAL,2008/2009
23050063,SI2123,3,3,B,D,GASAL,2008/2009
23050060,ST3033,3,3,A,C,GASAL,2008/2009
23050041,SI2132,2,2,A,B,GASAL,2008/2009
23050039,SI1183,3,3,A,D,GASAL,2008/2009
23050003,SI2166,6,12,X,T,GASAL,2008/2009
23050042,SI2132,2,2,A,B,GASAL,2008/2009
23050060,SI2132,2,2,A,B,GASAL,2008/2009
23050040,SI2153,3,3,X,E,GASAL,2008/2009
23060183,SI1022,2,2,A,E,GASAL,2008/2009
23050038,SI2123,3,3,B,C+,GASAL,2008/2009
23050039,SI1212,2,3,A,A,GASAL,2008/2009
23050044,SI9083,3,4,B,C+,GASAL,2008/2009
23050036,SI2032,2,2,A,C+,GASAL,2008/2009
23050064,SI1183,3,3,A,C,GASAL,2008/2009
23050015,SM3023,3,4,A,E,GASAL,2008/2009
23050068,SI2166,6,12,X,T,GASAL,2008/2009
23050039,SI2123,3,3,B,C,GASAL,2008/2009
23050064,ST3033,3,3,A,A-,GASAL,2008/2009
23050036,SI2132,2,2,A,B+,GASAL,2008/2009
23050065,SI2166,6,12,X,T,GASAL,2008/2009
23050044,SI2132,2,2,A,A-,GASAL,2008/2009
23050047,SI2153,3,3,X,A,GASAL,2008/2009
23050032,SI9083,3,4,B,E,GASAL,2008/2009
23050039,SI2153,3,3,X,E,GASAL,2008/2009
23050070,SI2166,6,12,X,T,GASAL,2008/2009
23050064,SI1212,2,3,A,B,GASAL,2008/2009
23050041,SI1183,3,3,A,E,GASAL,2008/2009
23050065,SI2153,3,3,X,E,GASAL,2008/2009
23050073,SI2093,3,4,A,B-,GASAL,2008/2009
23050047,SI2166,6,12,X,T,GASAL,2008/2009
23050042,SI1212,2,3,A,B+,GASAL,2008/2009
23050038,SI2132,2,2,A,E,GASAL,2008/2009
23050079,SI2153,3,3,X,A,GASAL,2008/2009
23050046,SI1212,2,3,A,B,GASAL,2008/2009
23050019,MH2012,2,2,A,A,GASAL,2008/2009
23050041,SI2123,3,3,B,E,GASAL,2008/2009
23050079,SM3053,3,4,A,A-,GASAL,2008/2009
23050013,SI1183,3,3,A,E,GASAL,2008/2009
23050037,SM3033,3,3,A,B,GASAL,2008/2009
23050045,SI2153,3,3,X,B,GASAL,2008/2009
23050073,SI2153,3,3,X,E,GASAL,2008/2009
23050066,SI9083,3,4,B,C+,GASAL,2008/2009
23050063,SI9063,3,3,A,B-,GASAL,2008/2009
23050013,SI9043,3,3,B,D,GASAL,2008/2009
23050073,SI1212,2,3,A,B,GASAL,2008/2009
23050071,SI1212,2,3,A,C,GASAL,2008/2009
23050036,ST3043,3,3,A,C+,GASAL,2008/2009
23050078,SI9083,3,4,B,C,GASAL,2008/2009
23050013,ST3033,3,3,A,C,GASAL,2008/2009
23050037,SI1212,2,3,A,C,GASAL,2008/2009
23050015,SI2123,3,3,B,C+,GASAL,2008/2009
23050045,SI2166,6,12,X,A-,GASAL,2008/2009
23070239,SI1193,3,3,A,C,GASAL,2008/2009
23060183,SI1072,2,2,A,D,GASAL,2008/2009
23070242,SI1082,2,2,B,D,GASAL,2008/2009
23050078,ST3033,3,3,A,C,GASAL,2008/2009
23050044,SI1183,3,3,A,D,GASAL,2008/2009
23050013,SI2093,3,4,A,E,GASAL,2008/2009
23050048,SI2153,3,3,X,E,GASAL,2008/2009
23050052,ST3033,3,3,A,B,GASAL,2008/2009
23050056,ST3033,3,3,A,C+,GASAL,2008/2009
23050030,SI1173,3,3,B,C,GASAL,2008/2009
23060183,SI2032,2,2,B,B+,GASAL,2008/2009
23050034,SI1082,2,2,B,C,GASAL,2008/2009
23050060,ST3043,3,3,A,C+,GASAL,2008/2009
23050030,SI1222,2,2,A,D,GASAL,2008/2009
23050090,ST3043,3,3,A,B,GASAL,2008/2009
23050048,SM3053,3,4,A,A-,GASAL,2008/2009
23050037,SI1173,3,3,B,D,GASAL,2008/2009
23050046,SI2153,3,3,X,E,GASAL,2008/2009
23050030,SI2123,3,3,B,E,GASAL,2008/2009
23050048,SI9043,3,3,A,E,GASAL,2008/2009
23070298,SI1123,3,3,A,D,GASAL,2008/2009
23050078,ST3043,3,3,A,C+,GASAL,2008/2009
23070242,SI1133,3,5,B,D,GASAL,2008/2009
23060183,SI9063,3,3,A,E,GASAL,2008/2009
23050052,ST3043,3,3,A,C,GASAL,2008/2009
23050051,SI9063,3,3,A,E,GASAL,2008/2009
23050041,ST3043,3,3,A,C+,GASAL,2008/2009
23070223,SI1123,3,3,A,D,GASAL,2008/2009
23050087,SM3033,3,3,A,C,GASAL,2008/2009
23050078,SI2123,3,3,B,C,GASAL,2008/2009
23050087,SI1082,2,2,B,C,GASAL,2008/2009
23050052,SI2123,3,3,B,C,GASAL,2008/2009
23060173,SI2123,3,3,B,C+,GASAL,2008/2009
23050011,SI2153,3,3,X,E,GASAL,2008/2009
23060182,SI1072,2,2,A,C,GASAL,2008/2009
23050087,SI1133,3,5,B,D,GASAL,2008/2009
23060134,SI1082,2,2,B,E,GASAL,2008/2009
23050042,SI1123,3,3,B,E,GASAL,2008/2009
23050090,ST3033,3,3,A,C+,GASAL,2008/2009
23050052,SI1212,2,3,A,A,GASAL,2008/2009
23060134,SI9063,3,3,A,E,GASAL,2008/2009
23050034,SI1222,2,2,A,C+,GASAL,2008/2009
23050052,SI1193,3,3,A,C,GASAL,2008/2009
23050040,SI9063,3,3,A,B-,GASAL,2008/2009
23050052,SI9083,3,4,B,C,GASAL,2008/2009
23050034,SI1173,3,3,B,E,GASAL,2008/2009
23060183,SI1123,3,3,A,B-,GASAL,2008/2009
23060182,SI1123,3,3,A,D,GASAL,2008/2009
23050042,SI9083,3,4,B,D,GASAL,2008/2009
23050060,SI9083,3,4,B,C,GASAL,2008/2009
23050060,SI2123,3,3,B,D,GASAL,2008/2009
23050008,SI1183,3,3,A,D,GASAL,2008/2009
23050086,SI1183,3,3,A,C,GASAL,2008/2009
23050011,SI2123,3,3,B,C+,GASAL,2008/2009
23070204,SI9083,3,4,A,A,GASAL,2008/2009
23050066,SM3033,3,3,A,E,GASAL,2008/2009
23050037,MH2022,2,2,A,B+,GASAL,2008/2009
23050053,SI2153,3,3,X,E,GASAL,2008/2009
23060182,SI1133,3,5,D,B,GASAL,2008/2009
23070239,SI1082,2,2,B,C,GASAL,2008/2009
23050030,SI9083,3,4,A,C,GASAL,2008/2009
23050030,SI1133,3,5,D,E,GASAL,2008/2009
23050083,SI1133,3,5,D,B-,GASAL,2008/2009
23050051,SI2123,3,3,A,E,GASAL,2008/2009
23050051,SI2132,2,2,A,C+,GASAL,2008/2009
23050090,SI2132,2,2,A,A,GASAL,2008/2009
23050032,SI1102,2,2,A,E,GASAL,2008/2009
23050046,SI2132,2,2,A,B,GASAL,2008/2009
23050051,SI9083,3,4,A,E,GASAL,2008/2009
23050083,SI1102,2,2,A,D,GASAL,2008/2009
23050013,ST3023,3,3,A,E,GASAL,2008/2009
23050013,SI1102,2,2,A,D,GASAL,2008/2009
23050051,ST3023,3,3,A,E,GASAL,2008/2009
23050081,ST3023,3,3,A,B-,GASAL,2008/2009
23050032,ST3023,3,3,A,E,GASAL,2008/2009
23050042,SI1173,3,3,B,E,GASAL,2008/2009
23050034,SI1133,3,5,B,B-,GASAL,2008/2009
23050088,SI1222,2,2,A,E,GASAL,2008/2009
23050078,SI1102,2,2,A,C,GASAL,2008/2009
23050088,SI1212,2,3,A,B,GASAL,2008/2009
23050083,SI2132,2,2,A,B+,GASAL,2008/2009
23050075,SI2132,2,2,A,B+,GASAL,2008/2009
23050080,SI1193,3,3,A,C+,GASAL,2008/2009
23050080,ST3023,3,3,A,C,GASAL,2008/2009
23050043,SI1032,2,2,A,E,GASAL,2008/2009
23050043,SI9063,3,3,A,E,GASAL,2008/2009
23050043,SI1193,3,3,A,E,GASAL,2008/2009
23050043,MH2012,2,2,A,C,GASAL,2008/2009
23050089,SI2153,3,3,X,E,GASAL,2008/2009
23050081,SI1102,2,2,A,C,GASAL,2008/2009
23050051,SI1193,3,3,A,C,GASAL,2008/2009
23050080,SI1133,3,5,C,E,GASAL,2008/2009
23070265,SI1082,2,2,B,C,GASAL,2008/2009
23070265,SI1193,3,3,A,B+,GASAL,2008/2009
23070264,SI1032,2,2,B,A-,GASAL,2008/2009
23070190,SI1032,2,2,B,B,GASAL,2008/2009
23070190,SI1193,3,3,A,C+,GASAL,2008/2009
23070190,SI1082,2,2,B,C,GASAL,2008/2009
23070194,SI1032,2,2,B,B+,GASAL,2008/2009
23070194,SI1082,2,2,B,C,GASAL,2008/2009
23070194,SI1193,3,3,A,C+,GASAL,2008/2009
23070190,SI1133,3,5,B,C,GASAL,2008/2009
23070194,SI1133,3,5,B,C,GASAL,2008/2009
23070194,SI2132,2,2,A,B+,GASAL,2008/2009
23070214,SI2132,2,2,A,A-,GASAL,2008/2009
23070214,SI1133,3,5,A,C,GASAL,2008/2009
23070226,SI1032,2,2,A,B+,GASAL,2008/2009
23070226,SI1082,2,2,B,B-,GASAL,2008/2009
23070214,SI1082,2,2,B,B-,GASAL,2008/2009
23070214,SI1193,3,3,A,C,GASAL,2008/2009
23070226,SI1193,3,3,A,B,GASAL,2008/2009
23070277,SI2132,2,2,A,E,GASAL,2008/2009
23070277,SI1173,3,3,B,E,GASAL,2008/2009
23070277,SI1133,3,5,C,E,GASAL,2008/2009
23070277,SI1082,2,2,B,C,GASAL,2008/2009
23070277,SI1032,2,2,B,B+,GASAL,2008/2009
23070277,SI1193,3,3,A,E,GASAL,2008/2009
23070239,SI1032,2,2,A,A-,GASAL,2008/2009
23060133,SI1183,3,3,A,E,GASAL,2008/2009
23060133,SI1193,3,3,A,C,GASAL,2008/2009
23060133,SI2132,2,2,A,A-,GASAL,2008/2009
23050037,SM3053,3,4,A,E,GASAL,2008/2009
23070210,SI1082,2,2,B,C+,GASAL,2008/2009
23070210,SI1133,3,5,C,E,GASAL,2008/2009
23070297,SI2013,3,5,B,B,GASAL,2008/2009
23070297,PR2013,0,0,A,T,GASAL,2008/2009
23070297,SI1173,3,3,A,C,GASAL,2008/2009
23070297,MH1053,3,3,C,A,GASAL,2008/2009
23070274,MH1063,3,3,D,A-,GASAL,2008/2009
23070208,SI1173,3,3,B,A,GASAL,2008/2009
23070185,SI1133,3,5,C,B-,GASAL,2008/2009
23070185,SI2013,3,5,B,B,GASAL,2008/2009
23070185,PR2013,0,0,A,T,GASAL,2008/2009
23070185,SI1173,3,3,A,C,GASAL,2008/2009
23070262,SI2132,2,2,A,B+,GASAL,2008/2009
23070285,SI2132,2,2,A,A,GASAL,2008/2009
23070285,SI9083,3,4,A,B,GASAL,2008/2009
23070285,SI2013,3,5,B,A-,GASAL,2008/2009
23070285,PR2013,0,0,B,T,GASAL,2008/2009
23070285,SI1173,3,3,B,C,GASAL,2008/2009
23070276,MH1013,3,3,G,D,GASAL,2008/2009
23070276,SI1022,2,2,C,E,GASAL,2008/2009
23070285,SI9063,3,3,A,A-,GASAL,2008/2009
23070285,SI1193,3,3,B,B+,GASAL,2008/2009
23070285,SI1082,2,2,A,B+,GASAL,2008/2009
23070276,SI1123,3,3,B,E,GASAL,2008/2009
23070276,SI9043,3,3,A,E,GASAL,2008/2009
23070221,SI1072,2,2,B,A-,GASAL,2008/2009
23070221,SI1143,3,5,C,B,GASAL,2008/2009
23070221,PR1143,0,0,B,T,GASAL,2008/2009
23060133,SI1133,3,5,B,D,GASAL,2008/2009
23050071,SI1173,3,3,B,D,GASAL,2008/2009
23050071,SI1193,3,3,A,C,GASAL,2008/2009
23070223,SI9083,3,4,B,C+,GASAL,2008/2009
23050030,SM3033,3,3,A,B,GASAL,2008/2009
23070298,SI1193,3,3,B,B-,GASAL,2008/2009
23070226,SI1133,3,5,C,B,GASAL,2008/2009
23070230,SI1133,3,5,C,B,GASAL,2008/2009
23070230,SI1032,2,2,A,B-,GASAL,2008/2009
23070230,SI1082,2,2,B,B+,GASAL,2008/2009
23070230,SI1193,3,3,A,C,GASAL,2008/2009
23070230,SI1173,3,3,A,D,GASAL,2008/2009
23070226,SI1173,3,3,A,C+,GASAL,2008/2009
23080432,SI1022,2,2,A,B-,GASAL,2008/2009
23080432,SI1072,2,2,A,C,GASAL,2008/2009
23080432,MH1063,3,3,D,A,GASAL,2008/2009
23070252,SI1082,2,2,B,D,GASAL,2008/2009
23070252,SI1193,3,3,A,C,GASAL,2008/2009
23070252,SI1032,2,2,B,A-,GASAL,2008/2009
23070210,SI2013,3,5,A,B,GASAL,2008/2009
23070210,PR2013,0,0,C,T,GASAL,2008/2009
23070210,SI1143,3,5,D,B-,GASAL,2008/2009
23050056,SI2123,3,3,B,C+,GASAL,2008/2009
23070210,PR1143,0,0,C,T,GASAL,2008/2009
23070226,SI9083,3,4,B,C+,GASAL,2008/2009
23070230,SI9083,3,4,B,C,GASAL,2008/2009
23080432,SI2032,2,2,B,A,GASAL,2008/2009
23080432,SI9053,3,4,C,C+,GASAL,2008/2009
23050063,SI2153,3,3,X,E,GASAL,2008/2009
23080432,SI1133,3,5,B,C,GASAL,2008/2009
23080432,SI1193,3,3,A,C+,GASAL,2008/2009
23050014,ST3043,3,3,A,B,GASAL,2008/2009
23070278,SI2013,3,5,A,B,GASAL,2008/2009
23070278,PR2013,0,0,C,T,GASAL,2008/2009
23070278,SI1143,3,5,D,C+,GASAL,2008/2009
23070278,PR1143,0,0,A,T,GASAL,2008/2009
23070278,SI1133,3,5,C,C,GASAL,2008/2009
23050088,SI9083,3,4,B,D,GASAL,2008/2009
23050088,ST3043,3,3,A,B,GASAL,2008/2009
23070254,SI1133,3,5,B,D,GASAL,2008/2009
23050088,SI1133,3,5,C,E,GASAL,2008/2009
23050088,MH1053,3,3,B,B,GASAL,2008/2009
23050088,SI2123,3,3,B,C+,GASAL,2008/2009
23050086,SI1173,3,3,B,D,GASAL,2008/2009
23050056,PD7363,3,3,A,B+,GASAL,2008/2009
23050006,PD7363,3,3,A,B+,GASAL,2008/2009
23060105,MH1053,3,3,C,A,GASAL,2008/2009
23060105,SI2123,3,3,B,B-,GASAL,2008/2009
23060167,MH1053,3,3,C,A,GASAL,2008/2009
23050080,SI2032,2,2,A,C,GASAL,2008/2009
23060181,SI1022,2,2,C,B+,GASAL,2008/2009
23050036,SI1173,3,3,A,D,GASAL,2008/2009
23050090,SI1133,3,5,D,B-,GASAL,2008/2009
23070204,MH1053,3,3,C,A,GASAL,2008/2009
23050083,SI1173,3,3,A,D,GASAL,2008/2009
23050083,SI2032,2,2,A,C,GASAL,2008/2009
23060152,MH1053,3,3,C,A,GASAL,2008/2009
23050060,MH1033,3,3,G,B-,GASAL,2008/2009
23050017,SI2153,3,3,X,E,GASAL,2008/2009
23050081,PD7363,3,3,A,B-,GASAL,2008/2009
23050066,SM3023,3,4,A,E,GASAL,2008/2009
23060164,SI2123,3,3,B,A-,GASAL,2008/2009
23070281,MH1053,3,3,C,A,GASAL,2008/2009
23050046,SI9043,3,3,A,C+,GASAL,2008/2009
23050040,SI1102,2,2,A,D,GASAL,2008/2009
23050046,SI1133,3,5,D,B-,GASAL,2008/2009
23050064,SI2032,2,2,A,C+,GASAL,2008/2009
